,RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Spain,France,Germany
1413,1915,15640377,Douglas,660,France,0,56,5,130915.62,2,1,1,88339.0,1,0,1,0
1414,5793,15797692,Eremenko,652,Germany,0,37,4,107901.89,1,0,1,84317.29,0,0,0,0
1415,3119,15799825,Uspensky,646,France,1,42,5,96607.79,1,0,0,116475.19,1,0,1,0
1416,9748,15710853,Chambers,745,France,1,36,6,62397.41,2,1,1,75303.62,0,0,1,0
1417,2696,15750407,Vinogradoff,604,France,1,55,7,127362.05,2,1,0,118053.49,1,0,1,0
1418,3416,15780254,John,696,Spain,1,40,5,62397.41,2,0,0,100156.45,0,1,0,0
1419,1220,15632272,Ts'ao,706,Spain,0,38,6,62397.41,2,1,0,62022.36,0,1,0,0
1420,5796,15697844,Palerma,619,Germany,1,51,5,116658.61,1,1,1,60484.81,1,0,0,0
1421,1575,15682839,Hurst,623,France,1,40,3,114173.58,2,1,1,116609.92,0,0,1,0
1422,4393,15663830,Day,645,Germany,0,49,5,116127.13,1,1,1,58400.48,1,0,0,0
1423,5525,15611247,Tang,537,France,0,39,3,161970.93,1,1,0,87113.37,0,0,1,0
1424,2988,15753550,Nwebube,626,Spain,0,42,6,62397.41,2,1,1,98489.95,0,1,0,0
1425,4895,15638621,Herrera,547,France,0,62,5,108694.4,1,1,1,118077.41,0,0,1,0
1426,4958,15715184,Lenhardt,619,France,1,47,4,129643.23,1,1,1,72219.66,1,0,1,0
1427,1087,15646037,Ankudinov,589,France,1,37,4,142301.35,1,1,0,62844.19,0,0,1,0
1428,7386,15733964,Ugorji,616,Germany,0,52,3,100646.75,2,0,1,132815.12,0,0,0,0
1429,7551,15697597,Montes,679,France,1,44,4,146606.95,1,1,0,112001.55,0,0,1,0
1430,6711,15577018,Parry,683,Germany,1,33,6,103476.97,2,1,0,115506.68,0,0,0,0
1431,2750,15792107,Lu,679,France,0,47,5,62397.41,2,0,1,61425.91,0,0,1,0
1432,6306,15764537,Roberts,568,France,1,48,5,62397.41,1,1,1,103849.18,0,0,1,0
1433,8862,15642636,Oguejiofor,585,Spain,0,39,4,62397.41,2,0,1,138284.38,0,1,0,0
1434,1107,15644295,Tai,671,France,0,40,4,134988.45,1,1,0,114502.09,0,0,1,0
1435,7053,15814275,Burrows,716,France,1,49,7,137103.09,1,0,1,64365.56,1,0,1,0
1436,1886,15776921,Ugorji,622,France,0,44,3,62397.41,2,0,1,101069.82,0,0,1,0
1437,832,15603247,Maslow,679,Spain,1,52,5,62397.41,2,0,1,109517.09,0,1,0,0
1438,6663,15789548,Lin,629,Spain,1,54,5,121826.24,1,1,0,130838.99,1,1,0,0
1439,4029,15778959,Meng,627,France,0,37,5,143403.52,2,1,0,62870.11,1,0,1,0
1440,8738,15767821,Honore,753,Spain,0,43,5,129351.84,1,0,1,66341.03,0,1,0,0
1441,48,15666096,Cremonesi,601,France,1,39,6,62397.41,2,1,1,105493.82,0,0,1,0
1442,450,15737452,Marcelo,734,France,1,43,6,129295.94,1,1,0,69007.58,1,0,1,0
1443,7924,15785815,Dike,643,France,0,47,3,115863.22,1,0,1,124754.32,0,0,1,0
1444,2366,15634936,Omeokachie,630,Germany,1,44,4,120648.48,1,1,0,118500.61,0,0,0,0
1445,9040,15780966,Dawson,691,Germany,1,36,5,131284.32,3,1,0,101265.37,1,0,0,0
1446,5657,15592999,Diaz,630,Spain,0,29,6,62397.41,2,1,1,105723.62,0,1,0,0
1447,8156,15764293,Martin,616,Germany,0,42,6,116137.67,2,0,1,93318.47,0,0,0,0
1448,9753,15679307,Chung,580,France,0,35,5,62397.41,2,1,0,88945.65,0,0,1,0
1449,5235,15580953,Taylor,537,Germany,0,47,5,117282.52,2,0,1,128036.56,0,0,0,0
1450,8019,15574068,Ritchie,665,Spain,0,45,6,62397.41,2,1,1,69716.16,0,1,0,0
1451,8430,15709478,Toscano,753,Spain,0,42,4,106697.79,1,1,0,104104.75,0,1,0,0
1452,6423,15585249,Bolton,753,France,0,39,3,98625.21,1,1,1,106700.02,0,0,1,0
1453,574,15803801,Obiajulu,724,France,1,44,5,145592.38,1,1,0,62754.62,0,0,1,0
1454,8561,15790314,Traeger,697,France,1,39,6,143086.71,2,0,0,97257.18,0,0,1,0
1455,7377,15767129,Kennedy,679,Spain,1,39,6,89186.37,2,1,1,75724.09,0,1,0,0
1456,3041,15788448,Nwankwo,549,France,1,47,6,62397.41,2,1,1,72893.42,0,0,1,0
1457,3289,15667085,Hayes,700,France,1,47,3,62397.41,2,1,1,62388.96,0,0,1,0
1458,5734,15719950,Shen,678,France,0,42,4,124062.08,2,0,0,102965.5,1,0,1,0
1459,857,15598840,Lai,666,France,1,57,3,62397.41,1,1,0,133849.5,1,0,1,0
1460,3816,15774224,Gilroy,552,France,1,39,4,62397.41,2,1,1,59171.63,0,0,1,0
1461,1561,15705663,Baker,589,France,0,41,6,62397.41,2,0,1,59884.19,0,0,1,0
1462,9030,15775042,Bruce,650,Spain,0,40,6,93142.94,1,0,0,92758.12,0,1,0,0
1463,4848,15626475,Anderson,601,France,1,40,6,62397.41,2,1,1,122451.22,0,0,1,0
1464,8209,15730540,Donaldson,687,France,1,35,3,158829.96,1,1,0,103594.46,1,0,1,0
1465,5191,15580203,Mazzi,568,Germany,1,42,3,128049.18,2,1,1,112109.09,0,0,0,0
1466,2073,15726960,Castiglione,628,France,1,42,3,62397.41,2,0,0,133458.49,0,0,1,0
1467,9461,15697100,Loggia,684,Spain,1,43,5,127762.35,2,0,0,81034.77,1,1,0,0
1468,3987,15568032,Jeffrey,572,Spain,0,39,3,90586.0,2,0,0,133477.78,0,1,0,0
1469,7644,15623944,Ts'ai,637,Spain,1,45,6,100274.64,1,1,0,69246.19,1,1,0,0
1470,8416,15690456,Kennedy,687,France,0,43,5,62397.41,2,1,0,76322.82,0,0,1,0
1471,5189,15625881,Kincaid,551,France,0,33,5,62397.41,2,1,1,124590.35,0,0,1,0
1472,434,15645355,Castiglione,666,Germany,0,30,6,129733.93,2,1,0,78884.1,0,0,0,0
1473,2457,15583736,Ositadimma,682,Spain,1,43,5,108700.76,2,0,0,105512.76,0,1,0,0
1474,5097,15741988,Wade,753,France,1,40,6,62397.41,2,0,0,68278.13,0,0,1,0
1475,707,15724632,Wilson,536,France,1,36,4,105444.14,1,0,0,84381.08,1,0,1,0
1476,8264,15741049,Chukwumaobim,652,Spain,0,47,4,99728.52,3,1,0,85092.46,1,1,0,0
1477,4141,15762855,Vavilov,566,Germany,0,42,6,117927.43,1,1,1,111639.52,0,0,0,0
1478,7637,15735428,Pennington,620,France,0,44,4,138079.05,1,0,1,72246.62,1,0,1,0
1479,9398,15677336,Vidal,636,Spain,1,41,2,104836.87,1,1,1,134604.19,0,1,0,0
1480,3981,15639788,Feng,658,Spain,0,47,6,62397.41,2,1,1,87669.81,0,1,0,0
1481,3532,15652658,Harker,659,France,0,38,5,150587.37,3,1,0,106986.57,1,0,1,0
1482,2531,15777614,Mitchell,661,France,0,42,6,130154.59,1,1,0,58069.34,0,0,1,0
1483,2167,15578141,Hay,613,France,1,43,6,104343.42,2,0,0,74035.93,0,0,1,0
1484,7172,15677087,Ejikemeifeuwa,618,France,0,44,6,62397.41,2,1,1,75571.08,0,0,1,0
1485,9460,15761783,Ginikanwa,679,Spain,0,37,6,145262.72,2,1,1,61581.76,0,1,0,0
1486,3935,15709643,Davies,712,Germany,1,44,5,115995.73,1,1,0,132690.9,0,0,0,0
1487,1999,15576706,Thompson,720,France,1,51,3,109724.94,1,1,1,137988.14,0,0,1,0
1488,7701,15639530,Mackay,753,Germany,0,37,5,124323.97,2,1,1,100927.43,0,0,0,0
1489,2814,15630920,Lung,707,Germany,0,42,5,118831.04,1,0,1,95707.56,0,0,0,0
1490,820,15686743,Woodward,611,Germany,1,44,2,132916.45,1,1,0,125754.39,1,0,0,0
1491,6575,15723216,De Luca,638,Spain,0,61,5,62397.41,2,0,1,64262.14,0,1,0,0
1492,8927,15789109,T'ao,637,Spain,0,29,6,62397.41,1,1,0,104356.85,0,1,0,0
1493,2376,15607837,Endrizzi,676,Germany,0,29,2,100539.39,1,0,0,76895.71,0,0,0,0
1494,5710,15742511,Simpson,519,Spain,0,42,6,111038.0,1,1,1,108451.6,0,1,0,0
1495,7755,15595447,Jolly,636,Spain,1,45,5,62397.41,3,1,1,137818.84,1,1,0,0
1496,8283,15761692,Hsiung,693,Germany,0,37,3,118098.65,1,1,1,82113.81,0,0,0,0
1497,7269,15705657,Johnson,569,Germany,0,39,4,121906.6,1,0,1,63464.76,1,0,0,0
1498,3844,15649793,H?,624,France,1,51,6,121486.48,2,0,0,92591.86,0,0,1,0
1499,5869,15791988,Estes,597,France,0,43,6,62397.41,1,1,0,78318.85,0,0,1,0
1500,9459,15707681,Volkova,717,Germany,1,36,4,116478.88,1,1,0,65556.05,1,0,0,0
1501,8475,15753102,Johnson,666,France,0,38,7,105930.29,2,1,1,130644.57,0,0,1,0
1502,9342,15694530,Duncan,694,France,0,39,5,62397.41,2,1,1,85225.16,0,0,1,0
1503,8844,15601796,Fowler,545,France,1,37,5,131461.36,1,0,1,126279.65,0,0,1,0
1504,6871,15618245,Greece,573,Germany,1,37,3,127064.81,2,1,0,110657.56,0,0,0,0
1505,3335,15732268,Lysaght,695,France,0,39,4,62397.41,2,1,1,124988.58,0,0,1,0
1506,7635,15631457,Williams,680,France,0,36,7,62397.41,2,1,1,126533.56,0,0,1,0
1507,3481,15566988,Genovese,741,Spain,0,44,4,62397.41,2,0,1,92193.68,0,1,0,0
1508,5964,15594812,Marks,622,France,0,44,6,125459.98,1,1,1,131667.12,0,0,1,0
1509,720,15766047,Henty,660,Spain,1,44,2,108664.16,1,1,1,118558.96,0,1,0,0
1510,6650,15658485,Sutherland,530,France,0,42,5,62397.41,2,1,1,111249.83,0,0,1,0
1511,9531,15647295,Docherty,607,Germany,1,46,4,133105.08,1,0,1,66070.91,0,0,0,0
1512,9851,15620751,Leonard,696,Spain,1,44,5,109391.12,2,0,0,109865.45,0,1,0,0
1513,6282,15579183,Okoli,645,Germany,1,47,4,128537.47,1,0,1,130311.4,1,0,0,0
1514,2189,15694376,Bergamaschi,699,France,0,44,4,62397.41,2,1,0,114565.16,0,0,1,0
1515,9521,15638646,Knowles,590,Germany,1,37,6,118696.39,1,1,0,133041.85,1,0,0,0
1516,9754,15600813,Genovese,571,France,0,38,5,94605.55,1,0,1,103892.52,0,0,1,0
1517,4143,15655229,Estrada,694,Spain,1,29,6,62397.41,1,1,0,138084.31,0,1,0,0
1518,8954,15762169,Fowler,640,France,1,41,6,62397.41,1,0,1,124925.26,0,0,1,0
1519,7980,15665438,Loggia,617,Germany,1,47,5,89371.07,1,1,0,106383.52,0,0,0,0
1520,8384,15621021,Wan,595,Spain,0,47,6,104964.5,1,0,1,86072.37,0,1,0,0
1521,9918,15734711,Campbell,558,Germany,0,52,5,126502.77,2,0,0,91317.02,1,0,0,0
1522,5151,15613787,Afamefuna,553,Spain,1,61,5,62397.41,1,1,0,115329.25,1,1,0,0
1523,3093,15590234,Page,533,Germany,1,64,3,110164.79,1,0,1,106998.77,1,0,0,0
1524,6435,15694381,Perrodin,593,France,0,39,5,62397.41,2,1,1,133094.91,0,0,1,0
1525,1246,15636590,Preston,636,France,1,38,6,62397.41,2,1,1,97093.46,0,0,1,0
1526,2579,15795881,Fulton,617,France,0,39,5,62397.41,2,0,0,135785.55,0,0,1,0
1527,7544,15795224,Hamilton,533,France,1,41,2,89221.13,1,1,1,101672.54,0,0,1,0
1528,4806,15691863,Chiang,714,Spain,0,37,6,62397.41,2,1,1,65253.65,0,1,0,0
1529,7807,15613673,Esposito,692,France,0,46,3,120184.33,1,1,0,111013.25,0,0,1,0
1530,2098,15588456,Ingram,680,France,1,52,7,62397.41,1,1,1,68137.63,1,0,1,0
1531,4551,15662152,Schnaars,495,France,1,58,5,99558.71,1,1,0,126314.75,1,0,1,0
1532,4180,15787835,Wilson,592,Germany,0,40,4,114847.71,1,1,0,97664.05,0,0,0,0
1533,5076,15585280,Cheng,677,France,1,49,4,62397.41,1,1,0,105957.45,1,0,1,0
1534,5589,15767894,Craig,615,France,1,47,4,62397.41,1,1,1,135889.18,1,0,1,0
1535,2619,15812482,Wallace,638,France,1,43,6,62397.41,2,1,1,100497.76,0,0,1,0
1536,6386,15736510,Thompson,591,Germany,0,45,5,126080.04,2,1,0,75225.47,0,0,0,0
1537,783,15675518,Ku,577,France,1,41,5,166100.25,1,1,1,77328.67,1,0,1,0
1538,1731,15663249,Kirkland,677,France,0,39,7,62397.41,2,1,1,141906.27,0,0,1,0
1539,984,15665283,Fries,615,Spain,1,37,6,62397.41,2,1,0,122026.38,0,1,0,0
1540,3231,15646374,Y?an,631,Spain,1,47,6,110608.98,1,1,0,93536.13,1,1,0,0
1541,3891,15785358,Kelly,658,France,0,34,4,106444.56,2,0,0,140833.13,0,0,1,0
1542,3128,15793896,Liu,665,France,0,39,3,62397.41,2,0,0,113114.69,0,0,1,0
1543,7110,15581620,De Luca,679,Spain,0,60,5,118780.47,1,0,1,83650.71,0,1,0,0
1544,7223,15668775,Dale,711,France,0,38,6,62397.41,1,1,1,94719.12,0,0,1,0
1545,3818,15781326,Pisano,584,France,0,48,3,62397.41,2,1,1,85555.86,0,0,1,0
1546,1506,15753213,Ferguson,642,France,1,45,5,118857.14,1,1,1,85432.07,0,0,1,0
1547,9616,15698474,Mitchell,621,Spain,1,39,5,111996.46,2,1,0,64201.24,0,1,0,0
1548,9448,15613656,Graham,678,France,0,46,5,62397.41,2,1,0,74520.83,0,0,1,0
1549,9633,15724834,Tuan,684,France,0,46,2,102651.71,1,1,0,74476.77,1,0,1,0
1550,7642,15578878,Dalrymple,595,Germany,1,42,5,134098.42,2,0,1,115013.79,0,0,0,0
1551,3910,15612071,Hsiao,688,France,0,49,5,62397.41,2,0,0,119454.47,0,0,1,0
1552,2236,15624391,Norman,547,France,0,44,6,62397.41,2,1,1,136135.58,0,0,1,0
1553,6644,15715532,King,605,Spain,1,47,4,107190.95,1,1,1,142169.52,0,1,0,0
1554,1475,15571571,Mullah,753,Spain,0,42,3,62397.41,2,1,0,108485.22,0,1,0,0
1555,5763,15649536,Walsh,564,France,0,38,5,116614.55,1,1,0,110750.74,0,0,1,0
1556,454,15567063,Lewis,633,Spain,1,54,5,62397.41,2,0,1,77543.72,0,1,0,0
1557,272,15766355,Carter,699,France,0,40,6,62397.41,1,1,1,70845.62,0,0,1,0
1558,4221,15699507,Enyinnaya,665,France,1,50,7,62397.41,1,1,0,92765.28,1,0,1,0
1559,270,15627859,Castles,554,Germany,0,51,5,124837.97,1,0,1,125260.83,1,0,0,0
1560,2810,15714575,Nwokike,708,France,0,43,6,62397.41,2,1,1,65424.92,0,0,1,0
1561,7163,15641690,Milanesi,589,France,0,44,4,62397.41,2,1,0,77793.92,0,0,1,0
1562,6073,15694859,Seleznyov,603,Germany,0,69,3,93217.12,1,0,1,136815.74,0,0,0,0
1563,7308,15785339,Tomlinson,752,France,0,65,5,98583.19,1,1,1,116597.95,0,0,1,0
1564,7321,15673020,Abron,666,France,0,44,2,62397.41,1,1,0,112066.89,0,0,1,0
1565,9686,15782475,Ndukaku,557,Spain,0,34,6,129031.23,1,0,0,60585.74,0,1,0,0
1566,6790,15747458,L?,631,Spain,1,42,5,124259.27,2,1,1,137666.63,0,1,0,0
1567,120,15693947,He,604,France,0,57,3,62397.41,1,1,0,87531.96,1,0,1,0
1568,9561,15705298,Sung,555,Spain,0,53,6,62397.41,1,1,1,79486.3,0,1,0,0
1569,7628,15746737,Ratten,723,Spain,0,44,4,62397.41,2,1,1,92315.0,0,1,0,0
1570,4355,15803947,Chung,696,Spain,0,59,3,62397.41,2,1,1,76202.65,0,1,0,0
1571,5045,15566251,Onwuamaeze,620,France,1,47,5,62397.41,2,1,0,70160.94,0,0,1,0
1572,4943,15660602,Hannam,630,Germany,0,44,4,110145.79,1,0,1,109858.73,0,0,0,0
1573,5907,15775306,Boni,660,France,1,43,3,62397.41,2,0,0,97378.47,0,0,1,0
1574,7247,15792720,McLean,692,Germany,1,35,7,129210.11,2,1,1,77327.65,0,0,0,0
1575,5417,15643696,Pokrovskii,631,France,1,72,4,62397.41,2,1,1,137643.31,0,0,1,0
1576,3798,15574858,Davidson,538,Spain,0,44,3,112157.69,1,1,1,122452.27,0,1,0,0
1577,9730,15598493,Shen,653,Germany,1,48,2,99820.69,1,0,1,60434.24,0,0,0,0
1578,5560,15797665,Sinclair,630,Germany,0,65,6,121129.47,2,0,1,103028.49,0,0,0,0
1579,6690,15721460,Chinomso,590,France,1,35,5,115571.23,1,1,1,75028.68,0,0,1,0
1580,9296,15767432,Thomson,596,Spain,1,37,5,113001.71,1,1,1,133292.08,0,1,0,0
1581,8363,15666297,Outhwaite,609,France,1,62,3,130672.83,1,1,0,135619.98,1,0,1,0
1582,1426,15801658,Gordon,549,France,0,35,3,120228.74,1,1,0,133587.43,0,0,1,0
1583,3061,15757188,Maslova,753,Spain,0,42,3,135951.0,1,0,1,101658.94,0,1,0,0
1584,6841,15588670,Lang,634,France,0,44,3,62397.41,2,1,1,134223.52,0,0,1,0
1585,6207,15751593,Balashov,652,France,1,40,6,115382.16,1,1,0,72538.0,0,0,1,0
1586,8168,15670343,Castiglione,573,France,1,43,5,87313.03,1,1,0,106496.12,1,0,1,0
1587,2818,15610379,Tung,603,France,0,52,3,94237.47,1,1,0,103776.91,0,0,1,0
1588,5266,15574372,Chan,657,France,0,45,6,129629.81,1,1,0,72983.55,0,0,1,0
1589,9917,15673372,Cockrum,614,Germany,0,45,3,137453.04,2,1,0,100355.58,0,0,0,0
1590,698,15684171,Jerger,661,Germany,0,44,2,138213.21,1,0,1,111736.68,0,0,0,0
1591,4661,15602572,Knight,640,Spain,0,46,5,62397.41,2,1,0,69984.55,0,1,0,0
1592,5611,15722409,Fiorentini,709,France,0,50,6,115754.41,1,0,0,107178.36,0,0,1,0
1593,5775,15699797,Shih,528,Germany,0,44,5,116126.87,2,0,0,107667.82,0,0,0,0
1594,9336,15679966,Lu,593,Spain,1,52,4,140282.98,3,0,1,139057.69,1,1,0,0
1595,3182,15599074,Gardiner,688,Germany,0,47,7,121318.91,3,1,1,109509.52,1,0,0,0
1596,933,15574169,Arcuri,585,Spain,0,35,5,62397.41,1,1,0,118385.87,0,1,0,0
1597,3001,15678201,Phelan,639,France,1,37,5,114748.43,1,1,0,114517.89,0,0,1,0
1598,6611,15774744,Ikechukwu,717,Germany,1,45,7,119522.48,2,0,1,116972.12,1,0,0,0
1599,1241,15700255,Nwokezuike,571,Spain,1,49,4,62397.41,1,0,1,70572.89,1,1,0,0
1600,7722,15657603,Abbie,733,France,1,37,3,156282.68,1,0,0,133246.03,0,0,1,0
1601,4841,15739438,Milanesi,531,Germany,1,52,3,128460.9,1,1,0,73338.25,1,0,0,0
1602,5438,15705034,Mishina,643,France,1,39,5,145205.8,1,1,0,104567.72,0,0,1,0
1603,6045,15646726,Artemieva,680,Spain,1,39,6,118377.61,1,1,1,76676.86,0,1,0,0
1604,8508,15576263,Balashov,661,Spain,0,36,6,62397.41,2,0,1,122134.07,0,1,0,0
1605,7186,15604544,Collins,623,France,0,43,5,138067.91,1,1,0,70438.31,0,0,1,0
1606,8331,15698792,K'ung,641,Germany,0,42,7,139275.4,2,1,1,125315.53,0,0,0,0
1607,3624,15745417,Greece,640,Germany,1,51,5,117212.93,1,1,1,117052.59,1,0,0,0
1608,7698,15766017,Crawford,592,Germany,1,50,5,140499.6,2,1,0,63171.01,1,0,0,0
1609,8678,15640507,Heller,568,Spain,0,39,5,62397.41,1,1,1,70996.63,0,1,0,0
1610,999,15569807,Gordon,666,France,1,44,4,137939.65,2,1,0,87966.66,0,0,1,0
1611,2685,15633866,Yefimov,703,Germany,0,49,4,124133.49,1,1,1,67940.13,1,0,0,0
1612,7784,15766686,Robson,587,France,1,39,3,121902.5,1,1,1,124456.98,0,0,1,0
1613,882,15743817,Cattaneo,529,France,1,43,3,100263.68,1,1,1,87538.55,0,0,1,0
1614,6155,15691723,Dunn,663,Spain,0,32,7,123770.71,1,1,1,111749.85,0,1,0,0
1615,9163,15595766,Rose,677,France,0,37,6,62397.41,2,1,1,102600.04,0,0,1,0
1616,3999,15804150,Greco,583,France,1,34,4,127288.58,1,0,0,121164.44,1,0,1,0
1617,4044,15727605,Chiemezie,586,Spain,0,41,3,141441.47,2,1,0,117646.13,0,1,0,0
1618,4163,15621353,Chuang,659,Germany,1,49,3,116743.84,2,1,1,101676.89,0,0,0,0
1619,1762,15761950,Pisano,603,France,1,52,4,130846.92,1,1,1,86028.43,1,0,1,0
1620,3068,15570932,Hicks,592,Germany,1,45,3,144979.73,1,1,0,78121.13,0,0,0,0
1621,7764,15689602,Page,681,France,0,45,6,138043.47,1,0,1,129724.73,0,0,1,0
1622,7085,15694666,Macintyre,632,France,1,34,6,62397.41,2,1,0,98484.19,0,0,1,0
1623,4751,15765537,Gadsden,536,Germany,1,55,5,128630.36,1,1,1,61753.93,0,0,0,0
1624,9263,15684769,Carr,616,Germany,1,37,4,102541.18,2,1,0,112672.83,0,0,0,0
1625,5886,15715707,Artemova,619,Spain,0,37,4,131031.71,1,1,0,92418.97,1,1,0,0
1626,7910,15754443,Ku,611,France,1,44,2,62397.41,1,1,0,108098.25,0,0,1,0
1627,7652,15702601,Schmidt,687,France,0,32,4,117786.65,1,1,0,98124.84,0,0,1,0
1628,2769,15576111,Chung,601,Germany,0,38,5,155236.99,2,1,0,105856.31,0,0,0,0
1629,1479,15705448,T'ien,545,Spain,1,62,4,62397.41,1,1,0,58215.21,1,1,0,0
1630,353,15765952,Bibb,566,France,1,49,6,62397.41,1,1,1,85729.94,1,0,1,0
1631,540,15585133,Randolph,679,France,1,39,5,99689.57,2,1,0,98673.76,0,0,1,0
1632,2217,15619653,Trentini,559,France,1,32,5,115081.96,1,0,1,125566.55,0,0,1,0
1633,1036,15783030,Smith,603,France,0,44,5,62397.41,2,1,1,87638.01,0,0,1,0
1634,9230,15648320,Pai,652,Spain,0,37,5,123941.36,2,1,1,134315.31,0,1,0,0
1635,8503,15590637,Goliwe,668,France,1,38,3,62397.41,2,1,0,111127.06,0,0,1,0
1636,4771,15790113,Ogbonnaya,647,Germany,1,46,3,139493.98,2,1,1,139863.18,0,0,0,0
1637,1517,15625942,Kirillova,606,France,1,50,3,107086.94,3,0,0,126101.23,1,0,1,0
1638,3533,15608338,McIntyre,590,France,1,46,3,62397.41,2,1,0,95498.94,0,0,1,0
1639,6962,15750056,Jideofor,666,France,0,45,6,121979.88,1,0,1,90290.53,0,0,1,0
1640,7958,15671390,Hoolan,684,France,0,40,5,143454.96,2,1,0,134595.85,0,0,1,0
1641,8491,15742668,Knowles,688,Spain,0,37,2,121479.54,1,1,0,125049.28,0,1,0,0
1642,6075,15662483,Chimaijem,593,France,0,41,6,119913.54,1,1,0,68969.03,0,0,1,0
1643,1494,15663438,Whittaker,630,Spain,0,55,6,122518.53,1,1,1,70203.36,0,1,0,0
1644,979,15605968,Cameron,572,Spain,1,32,3,62397.41,2,0,1,141578.81,0,1,0,0
1645,8901,15585533,White,549,Germany,1,40,6,133599.62,1,0,1,139416.41,0,0,0,0
1646,3956,15697801,McGregor,608,Germany,1,40,5,126781.58,1,0,0,87024.1,1,0,0,0
1647,4540,15750258,Macleod,619,Germany,1,42,5,105908.02,2,1,0,99190.11,0,0,0,0
1648,4091,15781987,Highett,620,France,1,34,6,124862.4,1,1,1,83057.09,0,0,1,0
1649,1456,15781298,Kang,684,Spain,0,37,6,102113.35,1,1,1,65421.83,0,1,0,0
1650,6971,15569274,Beluchi,667,Spain,1,34,3,130389.13,1,1,0,117929.49,0,1,0,0
1651,6048,15570990,Panicucci,452,France,1,47,5,127106.97,1,1,0,119949.84,1,0,1,0
1652,6017,15707042,Muir,615,France,0,46,4,131575.65,1,1,0,112934.19,1,0,1,0
1653,4865,15766185,Yefimova,696,France,0,56,4,107169.39,1,1,1,80109.82,1,0,1,0
1654,8014,15758831,Hsueh,592,France,1,30,6,62397.41,2,1,1,104298.08,0,0,1,0
1655,4897,15632609,Dietz,579,Germany,0,44,5,123848.84,1,1,0,116379.92,0,0,0,0
1656,1351,15613854,Lai,520,Germany,0,32,5,114966.41,2,1,0,113483.99,0,0,0,0
1657,9602,15694677,Nicholson,579,France,0,42,5,126569.74,2,0,0,76814.62,0,0,1,0
1658,1365,15756070,Anderson,650,France,0,67,4,133263.7,1,0,1,79981.17,0,0,1,0
1659,4743,15743153,Bird,680,France,1,44,5,122203.58,1,1,1,123812.88,0,0,1,0
1660,1368,15788183,Capon,753,France,0,39,5,62397.41,1,0,1,79947.15,0,0,1,0
1661,311,15577695,Nwora,650,Spain,1,57,4,62397.41,1,1,0,132304.32,0,1,0,0
1662,7196,15758048,Fraser,648,France,1,46,4,62397.41,3,1,0,106431.76,1,0,1,0
1663,2835,15651052,Johnstone,613,Spain,1,49,5,133928.03,1,0,0,100078.93,0,1,0,0
1664,6059,15729019,Pisano,646,France,1,30,6,111840.55,1,1,0,65250.52,0,0,1,0
1665,6144,15675626,Cameron,623,Spain,1,43,3,133661.71,1,1,0,96796.16,0,1,0,0
1666,3392,15777958,Nucci,742,France,1,34,7,111949.61,1,1,0,70650.19,0,0,1,0
1667,400,15624595,Zubarev,581,France,1,46,6,62397.41,2,0,1,62367.66,0,0,1,0
1668,6080,15656249,Nixon,671,Germany,0,44,6,125799.11,2,1,1,116166.84,0,0,0,0
1669,8269,15769516,Norris,581,France,1,48,4,62397.41,2,0,0,57865.72,0,0,1,0
1670,5711,15581505,Nkemjika,652,France,1,46,2,62397.41,1,1,1,129770.95,0,0,1,0
1671,3528,15678886,Montgomery,653,Spain,0,42,6,97295.66,2,1,1,85803.07,1,1,0,0
1672,3578,15796764,Torres,643,Germany,1,49,6,121057.27,2,0,0,89963.63,0,0,0,0
1673,8999,15691170,Simmons,709,France,1,62,5,62397.41,1,1,1,90598.28,0,0,1,0
1674,3166,15669301,Fallaci,623,Germany,1,44,6,134936.79,1,1,0,88946.76,1,0,0,0
1675,9673,15689886,Stiger,588,Germany,0,38,3,107098.63,1,1,1,61788.72,0,0,0,0
1676,8255,15741429,Anderson,643,Spain,0,57,3,152220.4,1,1,1,66765.16,0,1,0,0
1677,3142,15652218,Yao,553,Germany,1,37,2,141803.98,2,1,1,100293.32,0,0,0,0
1678,8378,15619045,Barrera,652,France,1,44,4,127512.11,2,1,0,137217.08,0,0,1,0
1679,5872,15622470,McGregor,591,France,0,57,5,138760.4,1,1,0,126749.12,1,0,1,0
1680,6037,15612494,T'ao,686,Spain,0,40,5,99777.08,1,0,0,99829.39,0,1,0,0
1681,536,15720354,Whitehouse,625,France,1,45,5,125443.06,2,0,0,127245.56,0,0,1,0
1682,2604,15591179,Tu,715,Spain,1,44,4,62397.41,2,1,0,115891.15,0,1,0,0
1683,6554,15663294,Otutodilichukwu,622,Spain,0,58,5,124945.78,1,1,1,117574.52,1,1,0,0
1684,6097,15614923,Pisani,603,Germany,0,35,7,119539.28,1,1,0,71585.41,0,0,0,0
1685,3582,15684211,Ibezimako,663,France,0,45,6,127603.35,2,1,1,133803.82,0,0,1,0
1686,4056,15736816,De Luca,742,France,0,42,6,138404.83,2,1,1,115350.43,0,0,1,0
1687,2960,15729362,Kwemtochukwu,753,Germany,0,38,4,131613.63,1,0,1,125238.24,0,0,0,0
1688,4903,15671334,Fleming,609,France,0,38,3,62397.41,2,0,0,58425.99,0,0,1,0
1689,39,15576824,Capon,650,Spain,0,48,5,126746.11,1,1,1,84118.67,0,1,0,0
